id,category,sub_category,question,answer,keywords,ticker,difficulty,source_type,priority,last_updated
QA0353,Macroeconomics,inflation,What vocabulary surrounds breakeven inflation?,"Breakeven inflation is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","inflation,macroeconomics,wealthscope_education,breakeven",,advanced,educational,low,2026-04-12
QA0354,Macroeconomics,interest rates,Give a factual sketch of Taylor rule sketch.,"Taylor rule sketch is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","interest_rates,macroeconomics,wealthscope_education,Taylor",,beginner,educational,high,2026-04-12
QA0355,Macroeconomics,recession,What is not true about sahm rule mention that beginners assume?,"Sahm rule mention is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","recession,macroeconomics,wealthscope_education,sahm",,intermediate,educational,medium,2026-04-12
QA0356,Macroeconomics,GDP,How does GDI versus GDP connect to diversification themes?,"Gdi versus gdp is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","GDP,macroeconomics,wealthscope_education,GDI",,advanced,educational,high,2026-04-12
QA0357,Macroeconomics,inflation,How does inflation swaps connect to valuation themes?,"Inflation swaps is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","inflation,macroeconomics,wealthscope_education,inflation",,beginner,educational,high,2026-04-12
QA0358,Macroeconomics,interest rates,How does negative rates connect to macro themes?,"Negative rates is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","interest_rates,macroeconomics,wealthscope_education,negative",,intermediate,educational,medium,2026-04-12
QA0359,Macroeconomics,recession,What is a sober take on debt cycles?,"Debt cycles is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","recession,macroeconomics,wealthscope_education,debt",,advanced,educational,low,2026-04-12
QA0360,Macroeconomics,GDP,Why is green GDP debates taught in personal finance courses?,"Green gdp debates is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","GDP,macroeconomics,wealthscope_education,green",,beginner,educational,high,2026-04-12
QA0361,Dividends,dividend yield,"In simple terms, what is dividend yield formula?","Dividend yield formula is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,beginner,finance_concept,high,2026-04-12
QA0362,Dividends,payout ratio,Can you explain payout ratio meaning like I'm new to markets?,"Payout ratio meaning is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,intermediate,finance_concept,medium,2026-04-12
QA0363,Dividends,dividend yield,How does yield and price inverse work for a typical investor?,"Yield and price inverse is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,yield",,advanced,finance_concept,low,2026-04-12
QA0364,Dividends,payout ratio,What should I know about sustainable payout before reading charts or news?,"Sustainable payout is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,sustainable",,beginner,finance_concept,high,2026-04-12
QA0365,Dividends,dividend yield,Why do people talk about TTM dividends in finance discussions?,"Ttm dividends is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,TTM",,intermediate,finance_concept,medium,2026-04-12
QA0366,Dividends,payout ratio,Could you clarify special dividends without recommending any trades?,"Special dividends is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,special",,advanced,finance_concept,high,2026-04-12
QA0367,Dividends,dividend yield,What is the intuition behind compare yields fairly?,"Compare yields fairly is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,compare",,beginner,finance_concept,high,2026-04-12
QA0368,Dividends,payout ratio,How is payout and growth tradeoff usually used in analysis (not as advice)?,"Payout and growth tradeoff is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,intermediate,finance_concept,medium,2026-04-12
QA0369,Dividends,dividend yield,What's a neutral overview of qualified dividends US?,"Qualified dividends us is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,qualified",,advanced,finance_concept,low,2026-04-12
QA0370,Dividends,payout ratio,"When analysts mention REIT payout norms, what are they pointing to?","Reit payout norms is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,REIT",,beginner,finance_concept,high,2026-04-12
QA0371,Dividends,dividend yield,Is dividend traps something I should understand for context only?,"Dividend traps is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,intermediate,finance_concept,high,2026-04-12
QA0372,Dividends,payout ratio,What does buybacks versus dividends mean in market education?,"Buybacks versus dividends is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,buybacks",,advanced,finance_concept,low,2026-04-12
QA0373,Dividends,dividend yield,Help me understand ex-dividend date at a high level.,"Ex-dividend date is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,ex-dividend",,beginner,finance_concept,high,2026-04-12
QA0374,Dividends,payout ratio,What's the educational definition of payout and debt?,"Payout and debt is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,intermediate,finance_concept,medium,2026-04-12
QA0375,Dividends,dividend yield,How would you describe dividend aristocrats concept in a finance class?,"Dividend aristocrats concept is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,advanced,finance_concept,low,2026-04-12
QA0376,Dividends,payout ratio,What are common misconceptions about payout policy stability?,"Payout policy stability is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,beginner,finance_concept,high,2026-04-12
QA0377,Dividends,dividend yield,What questions should I ask myself after learning about foreign withholding?,"Foreign withholding is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,foreign",,intermediate,finance_concept,medium,2026-04-12
QA0378,Dividends,payout ratio,How does payout cuts signals relate to risk and return conceptually?,"Payout cuts signals is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,advanced,finance_concept,low,2026-04-12
QA0379,Dividends,dividend yield,Can you compare dividend frequency to adjacent ideas without naming securities?,"Dividend frequency is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,beginner,finance_concept,high,2026-04-12
QA0380,Dividends,payout ratio,What role does earnings payout alignment play in portfolio thinking generally?,"Earnings payout alignment is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,earnings",,intermediate,finance_concept,medium,2026-04-12
QA0381,Dividends,dividend yield,I'm reading an article referencing yield on cost—what is it?,"Yield on cost is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,yield",,advanced,finance_concept,high,2026-04-12
QA0382,Dividends,payout ratio,"For context only, what is target payout ratios?","Target payout ratios is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,target",,beginner,finance_concept,high,2026-04-12
QA0383,Dividends,dividend yield,Explain ETF dividend distributions with no buy or sell language.,"Etf dividend distributions is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,ETF",,intermediate,finance_concept,medium,2026-04-12
QA0384,Dividends,payout ratio,What is a concise explanation of payout cyclicality?,"Payout cyclicality is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,advanced,finance_concept,low,2026-04-12
QA0385,Dividends,dividend yield,How do textbooks usually introduce scrip dividends?,"Scrip dividends is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,scrip",,beginner,finance_concept,high,2026-04-12
QA0386,Dividends,payout ratio,What is payout and FCF in one educational paragraph?,"Payout and fcf is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,intermediate,finance_concept,high,2026-04-12
QA0387,Dividends,dividend yield,Could you unpack dividend ETFs for learning purposes?,"Dividend etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,advanced,finance_concept,low,2026-04-12
QA0388,Dividends,payout ratio,What foundational idea does payout governance illustrate?,"Payout governance is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,beginner,finance_concept,high,2026-04-12
QA0389,Dividends,dividend yield,How is dividend reinvestment measured or discussed in practice?,"Dividend reinvestment is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,intermediate,finance_concept,medium,2026-04-12
QA0390,Dividends,payout ratio,What limitations should I remember about payout regulations?,"Payout regulations is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,advanced,finance_concept,low,2026-04-12
QA0391,Dividends,dividend yield,"Is preferred dividends backward-looking, forward-looking, or both?","Preferred dividends is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,preferred",,beginner,finance_concept,high,2026-04-12
QA0392,Dividends,payout ratio,How might payout swaps show up on a dashboard?,"Payout swaps is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,intermediate,finance_concept,medium,2026-04-12
QA0393,Dividends,dividend yield,What vocabulary surrounds dividend futures?,"Dividend futures is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,advanced,finance_concept,low,2026-04-12
QA0394,Dividends,payout ratio,Give a factual sketch of payout screens.,"Payout screens is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,beginner,finance_concept,high,2026-04-12
QA0395,Dividends,dividend yield,What is not true about high-yield cautions that beginners assume?,"High-yield cautions is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,high-yield",,intermediate,finance_concept,medium,2026-04-12
QA0396,Dividends,payout ratio,How does payout and leverage connect to diversification themes?,"Payout and leverage is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,advanced,finance_concept,high,2026-04-12
QA0397,Dividends,dividend yield,How does dividend coverage connect to valuation themes?,"Dividend coverage is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,beginner,finance_concept,high,2026-04-12
QA0398,Dividends,payout ratio,How does payout smoothing connect to macro themes?,"Payout smoothing is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,intermediate,finance_concept,medium,2026-04-12
QA0399,Dividends,dividend yield,What is a sober take on dividend sustainability?,"Dividend sustainability is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","dividend_yield,dividends,wealthscope_education,dividend",,advanced,finance_concept,low,2026-04-12
QA0400,Dividends,payout ratio,Why is payout communication taught in personal finance courses?,"Payout communication is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","payout_ratio,dividends,wealthscope_education,payout",,beginner,finance_concept,high,2026-04-12
QA0401,ETFs and Mutual Funds,index funds,"In simple terms, what is physical versus synthetic replication?","Physical versus synthetic replication is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,physical",,beginner,educational,high,2026-04-12
QA0402,ETFs and Mutual Funds,index funds,Can you explain tracking error like I'm new to markets?,"Tracking error is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,tracking",,intermediate,educational,medium,2026-04-12
QA0403,ETFs and Mutual Funds,index funds,How does expense ratios work for a typical investor?,"Expense ratios is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,expense",,advanced,educational,low,2026-04-12
QA0404,ETFs and Mutual Funds,index funds,What should I know about capital gains distributions before reading charts or news?,"Capital gains distributions is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,capital",,beginner,educational,high,2026-04-12
QA0405,ETFs and Mutual Funds,index funds,Why do people talk about ETF creation redemption in finance discussions?,"Etf creation redemption is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,ETF",,intermediate,educational,medium,2026-04-12
QA0406,ETFs and Mutual Funds,index funds,Could you clarify authorized participants without recommending any trades?,"Authorized participants is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,authorized",,advanced,educational,high,2026-04-12
QA0407,ETFs and Mutual Funds,index funds,What is the intuition behind bid-ask spreads on ETFs?,"Bid-ask spreads on etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,bid-ask",,beginner,educational,high,2026-04-12
QA0408,ETFs and Mutual Funds,index funds,How is NAV versus market price usually used in analysis (not as advice)?,"Nav versus market price is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,NAV",,intermediate,educational,medium,2026-04-12
QA0409,ETFs and Mutual Funds,index funds,What's a neutral overview of smart beta ETFs?,"Smart beta etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,smart",,advanced,educational,low,2026-04-12
QA0410,ETFs and Mutual Funds,index funds,"When analysts mention sector ETFs, what are they pointing to?","Sector etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,sector",,beginner,educational,high,2026-04-12
QA0411,ETFs and Mutual Funds,index funds,Is international ETFs something I should understand for context only?,"International etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,international",,intermediate,educational,high,2026-04-12
QA0412,ETFs and Mutual Funds,index funds,What does bond ETFs liquidity mean in market education?,"Bond etfs liquidity is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,bond",,advanced,educational,low,2026-04-12
QA0413,ETFs and Mutual Funds,index funds,Help me understand inverse and leveraged products at a high level.,"Inverse and leveraged products is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,inverse",,beginner,educational,high,2026-04-12
QA0414,ETFs and Mutual Funds,index funds,What's the educational definition of tax efficiency ETFs?,"Tax efficiency etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,tax",,intermediate,educational,medium,2026-04-12
QA0415,ETFs and Mutual Funds,index funds,How would you describe mutual fund share classes in a finance class?,"Mutual fund share classes is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,mutual",,advanced,educational,low,2026-04-12
QA0416,ETFs and Mutual Funds,index funds,What are common misconceptions about 12b-1 fees?,"12b-1 fees is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,12b-1",,beginner,educational,high,2026-04-12
QA0417,ETFs and Mutual Funds,index funds,What questions should I ask myself after learning about active ETFs?,"Active etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,active",,intermediate,educational,medium,2026-04-12
QA0418,ETFs and Mutual Funds,index funds,How does ESG ETF methodologies relate to risk and return conceptually?,"Esg etf methodologies is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,ESG",,advanced,educational,low,2026-04-12
QA0419,ETFs and Mutual Funds,index funds,Can you compare dividend tilt within index funds versus broad market funds to adjacent ideas without naming securities?,"Dividend tilt within index funds versus broad market funds is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,dividend",,beginner,educational,high,2026-04-12
QA0420,ETFs and Mutual Funds,index funds,What role does commodity ETFs play in portfolio thinking generally?,"Commodity etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,commodity",,intermediate,educational,medium,2026-04-12
QA0421,ETFs and Mutual Funds,index funds,I'm reading an article referencing currency-hedged ETFs—what is it?,"Currency-hedged etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,currency-hedged",,advanced,educational,high,2026-04-12
QA0422,ETFs and Mutual Funds,index funds,"For context only, what is factor ETFs?","Factor etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,factor",,beginner,educational,high,2026-04-12
QA0423,ETFs and Mutual Funds,index funds,Explain equal-weight ETFs with no buy or sell language.,"Equal-weight etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,equal-weight",,intermediate,educational,medium,2026-04-12
QA0424,ETFs and Mutual Funds,index funds,What is a concise explanation of target-date funds?,"Target-date funds is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,target-date",,advanced,educational,low,2026-04-12
QA0425,ETFs and Mutual Funds,index funds,How do textbooks usually introduce money market funds?,"Money market funds is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,money",,beginner,educational,high,2026-04-12
QA0426,ETFs and Mutual Funds,index funds,What is closed-end funds discounts in one educational paragraph?,"Closed-end funds discounts is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,closed-end",,intermediate,educational,high,2026-04-12
QA0427,ETFs and Mutual Funds,index funds,Could you unpack UCITS ETFs for learning purposes?,"Ucits etfs is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","index_funds,etfs,wealthscope_education,UCITS",,advanced,educational,low,2026-04-12
